"EnrichmentMap::Data Set","EnrichmentMap::Overlap_genes","EnrichmentMap::Overlap_size","EnrichmentMap::similarity_coefficient","interaction","name","selected","shared interaction","shared name"
"GSEAresults","YES1|FYN|STAT3|STAT1|PIK3R2|STAT5B|PIK3R1|PIK3CA|SOS1|HRAS|LYN|KIT","12","0.43402225755166934","Geneset_Overlap","SIGNALING BY KIT IN DISEASE%REACTOME DATABASE ID RELEASE 75%9669938 (Geneset_Overlap_GSEAresults) KITRECEPTOR%IOB%KITRECEPTOR","false","Geneset_Overlap","SIGNALING BY KIT IN DISEASE%REACTOME DATABASE ID RELEASE 75%9669938 (Geneset_Overlap_GSEAresults) KITRECEPTOR%IOB%KITRECEPTOR"
"GSEAresults","STAT3|STAT1|PIK3R2|STAT5A|STAT5B|PIK3R1|NRAS|PIK3CA|SOS1|HRAS","10","0.4607843137254902","Geneset_Overlap","SIGNALING BY KIT IN DISEASE%REACTOME DATABASE ID RELEASE 75%9669938 (Geneset_Overlap_GSEAresults) DOWNSTREAM SIGNAL TRANSDUCTION%REACTOME%R-HSA-186763.2","false","Geneset_Overlap","SIGNALING BY KIT IN DISEASE%REACTOME DATABASE ID RELEASE 75%9669938 (Geneset_Overlap_GSEAresults) DOWNSTREAM SIGNAL TRANSDUCTION%REACTOME%R-HSA-186763.2"
"GSEAresults","CRK|SRC|SHC1|PXN|PIK3R1|MAPK1|MAPK3|JUN|DOK1|CREB1|DOK4|DOK6","12","0.40789473684210525","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY","false","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY"
"GSEAresults","RAF1|SRC|SHC1|PXN|PIK3R1|CBL|MAPK1|PTK2B|MAPK3|MAP2K1|MAP2K2|GAB2|RPS6KB1","13","0.39120370370370366","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) M-CSF%IOB%M-CSF","false","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) M-CSF%IOB%M-CSF"
"GSEAresults","RAF1|CRK|SRC|SHC1|PIK3R1|CBL|RPS6KA3|MAPK1|FYN|MAPK3|MAP2K1|MAP2K2|GAB2|DOK1|RPS6KB1","15","0.4464285714285714","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS","false","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS"
"GSEAresults","RAF1|CRK|SRC|SHC1|PIK3R1|CBL|MAPK1|FYN|MAPK3|JUN|MAP2K1|MAP2K2|GAB2|DOK1|RPS6KB1","15","0.4007352941176471","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR","false","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR"
"GSEAresults","RAF1|CRK|SHC1|PIK3R1|CBL|MAPK1|PTK2B|FYN|MAPK3|JUN|MAP2K1|MAP2K2|GAB2|CREB1|RPS6KB1","15","0.4152397260273972","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2","false","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2"
"GSEAresults","RAF1|SHC1|PIK3R1|CBL|MAPK1|PTK2B|FYN|MAPK3|JUN|MAP2K1|MAP2K2|GAB2|RPS6KB1","13","0.40625","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) IL-2 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP49%HOMO SAPIENS","false","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) IL-2 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP49%HOMO SAPIENS"
"GSEAresults","SHC1|PXN|PIK3R1|CBL|MAPK1|PTK2B|FYN|MAPK3|JUN|MAP2K1|MAP2K2|GAB2|NFKBIA|RPS6KB1","14","0.385","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) IL6%NETPATH%IL6","false","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) IL6%NETPATH%IL6"
"GSEAresults","RAF1|CRK|SHC1|PIK3R1|CBL|MAPK1|PTK2B|FYN|MAPK3|JUN|MAP2K1|MAP2K2|GAB2|NFKBIA|DOK1|CREB1|RPS6KB1","17","0.41531774580335734","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) BCR%NETPATH%BCR","false","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) BCR%NETPATH%BCR"
"GSEAresults","RAF1|CRK|SRC|SHC1|PIK3R1|CBL|MAPK1|FYN|MAPK3|JUN|MAP2K1|MAP2K2|GAB2|DOK1|RPS6KB1","15","0.40865384615384615","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) KITRECEPTOR%IOB%KITRECEPTOR","false","Geneset_Overlap","GDNF%IOB%GDNF (Geneset_Overlap_GSEAresults) KITRECEPTOR%IOB%KITRECEPTOR"
"GSEAresults","SHC1|PIK3CA|BCL2L1|PTPN11|GAB2|LCK|IL2RA|GRB2|SOS1|JAK3|MYC|JAK1|IL2RB|PIK3R1|BCL2|IL2RG","16","0.5333333333333333","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K (Geneset_Overlap_GSEAresults) PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY","false","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K (Geneset_Overlap_GSEAresults) PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY"
"GSEAresults","MTOR|PRKCZ|NFKB1|RPS6KB1|SHC1|PIK3CA|FOXO3|PTPN11|GAB2|LCK|IL2RA|GRB2|SOS1|JAK3|JAK1|IL2RB|PIK3R1|RPS6|RELA|BCL2|IL2RG","21","0.468125","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2","false","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2"
"GSEAresults","RPS6KB1|SHC1|FOXO3|PTPN11|GAB2|LCK|IL2RA|GRB2|SOS1|JAK3|MYC|JAK1|IL2RB|PIK3R1|RPS6|BCL2|IL2RG","17","0.42908653846153844","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K (Geneset_Overlap_GSEAresults) IL-2 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP49%HOMO SAPIENS","false","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K (Geneset_Overlap_GSEAresults) IL-2 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP49%HOMO SAPIENS"
"GSEAresults","SHC1|PIK3CA|BCL2L1|PTPN11|GAB2|LCK|IL2RA|GRB2|SOS1|JAK3|MYC|JAK1|IL2RB|PIK3R1|BCL2|IL2RG","16","0.48234280792420325","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K (Geneset_Overlap_GSEAresults) IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5","false","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K (Geneset_Overlap_GSEAresults) IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5"
"GSEAresults","YES1|FYN|STAT3|PIK3R3|PIK3R2|STAT5A|STAT5B|JAK2|LCK|STAT1|PIK3R1|NRAS|PIK3CA|SOS1|HRAS|LYN|KIT","17","0.75","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) SIGNALING BY KIT IN DISEASE%REACTOME DATABASE ID RELEASE 75%9669938","false","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) SIGNALING BY KIT IN DISEASE%REACTOME DATABASE ID RELEASE 75%9669938"
"GSEAresults","STAT3|SH2B3|SH2B2|PTPN11|PTPN6|VAV1|TEC|STAT1|PIK3R1|CBL|GRAP2|PIK3CA|GRB10|SOS1|HRAS|LYN|KIT","17","0.3991228070175439","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY","false","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY"
"GSEAresults","STAT3|FER|STAT5A|SH2B3|SH2B2|PTPN11|JAK2|PTPN6|VAV1|TEC|STAT1|PIK3R1|CBL|GRAP2|PIK3CA|GRB10|SOS1|HRAS|LYN|KIT","20","0.4554079696394687","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)","false","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)"
"GSEAresults","FYN|STAT3|SOCS6|PIK3R2|PRKCA|GAB2|STAT5B|SH2B2|PTPN11|PTPN6|VAV1|TEC|STAT1|PIK3R1|CBL|GRB10|SOS1|HRAS|LYN|KIT","20","0.45805207328833175","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS","false","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS"
"GSEAresults","YES1|FYN|STAT3|SOCS6|GRAP|PIK3R2|PRKCA|GAB2|STAT5B|SH2B3|SH2B2|PTPN11|PTPN6|VAV1|TEC|STAT1|PIK3R1|CBL|PIK3CA|GRB10|SOS1|HRAS|FES|LYN|KIT","25","0.5147058823529412","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR","false","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR"
"GSEAresults","YES1|FYN|STAT3|SOCS6|GRAP|PIK3R2|PRKCA|GAB2|STAT5B|SH2B3|SH2B2|PTPN11|PTPN6|VAV1|TEC|STAT1|PIK3R1|CBL|PIK3CA|GRB10|SOS1|HRAS|FES|LYN|KIT","25","0.5279034690799397","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) KITRECEPTOR%IOB%KITRECEPTOR","false","Geneset_Overlap","SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557 (Geneset_Overlap_GSEAresults) KITRECEPTOR%IOB%KITRECEPTOR"
"GSEAresults","STAT3|IL15|PIK3R3|PIK3R2|JAK3|IL2RA|GAB2|STAT5B|JAK1|SYK|STAT4|PTK2B|LCK|PTPN6|PIK3CD|STAT1|IL2RG|SHC1|PIK3R1|PIK3CA|SOS1|IL2RB|GRB2","23","0.4798872180451128","Geneset_Overlap","INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.5 (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2","false","Geneset_Overlap","INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.5 (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2"
"GSEAresults","INPP5D|PIK3R3|PIK3R2|JAK3|IL2RA|GAB2|JAK1|JAK2|PTPN6|PIK3CD|INPPL1|PIK3CB|IL2RG|SHC1|IL5RA|PIK3R1|CSF2RB|PIK3CA|SOS1|IL2RB","20","0.7857142857142857","Geneset_Overlap","INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.5 (Geneset_Overlap_GSEAresults) INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 75%912526","false","Geneset_Overlap","INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.5 (Geneset_Overlap_GSEAresults) INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 75%912526"
"GSEAresults","JAK3|IL2RA|GAB2|STAT5A|STAT5B|JAK1|LCK|IL2RG|SHC1|PIK3R1|PIK3CA|SOS1|IL2RB|GRB2","14","0.40509259259259256","Geneset_Overlap","INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.5 (Geneset_Overlap_GSEAresults) IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5","false","Geneset_Overlap","INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.5 (Geneset_Overlap_GSEAresults) IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5"
"GSEAresults","STAT3|JAK3|IL2RA|GAB2|STAT5B|JAK1|SYK|PTK2B|LCK|STAT1|IL2RG|SHC1|PIK3R1|PIK3CA|SOS1|IL2RB|GRB2","17","0.37777777777777777","Geneset_Overlap","INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.5 (Geneset_Overlap_GSEAresults) PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY","false","Geneset_Overlap","INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.5 (Geneset_Overlap_GSEAresults) PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY"
"GSEAresults","GRB2|SOS1|HRAS|PIK3R1|BAD|RAF1|STAT1|MAP2K1|MAPK3|CRKL|PIK3CA|MAPK8","12","0.4434490481522956","Geneset_Overlap","BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY","false","Geneset_Overlap","BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY"
"GSEAresults","GRB2|SOS1|HRAS|JUN|MAP2K4|MAP3K1|RAF1|MAP2K1|MAPK3|CRKL|MAPK8","11","0.466893039049236","Geneset_Overlap","BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY","false","Geneset_Overlap","BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY"
"GSEAresults","STAT3|PTPN11|GAB2|CBL|INPP5D|MAPK1|MAPK3|LYN|STAT5B|SHC1","10","0.3758169934640523","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) M-CSF%IOB%M-CSF","false","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) M-CSF%IOB%M-CSF"
"GSEAresults","STAT3|PTPN11|GAB2|CBL|FOXO3|INPP5D|MAPK1|MAPK3|LYN|ATF2|STAT5B|JUN|BAD|SHC1","14","0.47638888888888886","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR","false","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR"
"GSEAresults","STAT3|PTPN11|GAB2|CBL|FOXO3|CREB1|MAPK1|MAPK3|LYN|ATF2|STAT5B|JUN|BAD|SHC1","14","0.49183006535947715","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2","false","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2"
"GSEAresults","STAT3|PTPN11|GAB2|CBL|FOXO3|INPP5D|MAPK1|MAPK3|LYN|STAT5B|JUN|BAD|SHC1","13","0.45396825396825397","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) IL6%NETPATH%IL6","false","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) IL6%NETPATH%IL6"
"GSEAresults","STAT3|PTPN11|GAB2|CBL|FOXO3|CREB1|INPP5D|MAPK1|MAPK3|LYN|ATF2|JUN|SHC1","13","0.40855636658556366","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) BCR%NETPATH%BCR","false","Geneset_Overlap","FLK2 FLT3%IOB%FLK2 FLT3 (Geneset_Overlap_GSEAresults) BCR%NETPATH%BCR"
"GSEAresults","STAT5B|BAD|STAT1|STAT3|GSK3B|JAK3|JAK1|MAP2K1|MAP2K2|PIK3R2|PIK3R1|MAPK1|MAPK3","13","0.3954545454545455","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS"
"GSEAresults","TGFB1|YES1|STAT1|STAT3|PTPN11|RPS6KB1|FES|GRB2|IKBKB|JAK1|MAP2K1|MAP2K2|CHUK|CREB1|RAF1|PIK3R2|PIK3R1|MAPK1|MAPK3","19","0.4132145816072908","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) INTERLEUKIN-11 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2332%HOMO SAPIENS","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) INTERLEUKIN-11 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2332%HOMO SAPIENS"
"GSEAresults","LYN|STAT5B|BAD|STAT3|PTPN11|CREB1|SHC1|FOXO3|CBL|MAPK1|MAPK3","11","0.3928571428571429","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) FLK2 FLT3%IOB%FLK2 FLT3","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) FLK2 FLT3%IOB%FLK2 FLT3"
"GSEAresults","LYN|BAD|STAT1|STAT3|PTPN11|TEC|RPS6KB1|PTPN6|GRB2|GSK3B|CRKL|MAP2K1|MAP2K2|VAV1|KIT|RAF1|SHC1|PIK3R1|FOXO3|CBL|MAPK8|SH2B2|MAPK3","23","0.4450342465753424","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY"
"GSEAresults","LYN|BAD|STAT1|STAT3|PTPN11|TEC|RPS6KB1|PTPN6|GRB2|GSK3B|CRKL|MAP2K1|MAP2K2|VAV1|KIT|RAF1|SHC1|PIK3R1|FOXO3|CBL|MAPK8|SH2B2|MAPK3","23","0.38155864197530864","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)"
"GSEAresults","LYN|STAT5B|TGFB1|BAD|STAT3|PTPN11|PTPN6|GRB2|CRKL|JAK1|MAP2K1|SYK|VAV1|RAF1|SHC1|CSF2RB|PIK3R2|PIK3R1|CBL|MAPK8|MAPK1|MAPK3","22","0.43273621355813136","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS"
"GSEAresults","STAT5B|BAD|STAT1|STAT3|GSK3B|GSK3A|JAK3|JAK1|MAP2K1|MAP2K2|SHC1|PIK3R1|FOXO3|MAPK1|MAPK3","15","0.44327445652173914","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) IL-7%NETPATH%IL-7","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) IL-7%NETPATH%IL-7"
"GSEAresults","LYN|STAT5B|BAD|STAT1|STAT3|PTPN11|MAPK14|TEC|RPS6KB1|PTPN6|GRB2|CRKL|MAP2K1|MAP2K2|PRKCA|VAV1|KIT|RAF1|SHC1|PIK3R2|PIK3R1|FOXO3|CBL|MAPK8|MAPK1|SH2B2|MAPK3","27","0.46486562150055993","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS"
"GSEAresults","LYN|STAT5B|YES1|BAD|STAT1|STAT3|PTPN11|MAPK14|TEC|RPS6KB1|FES|PTPN6|GRB2|GSK3B|GSK3A|CRKL|JAK3|MAP2K1|MAP2K2|PRKCA|VAV1|KIT|RAF1|EZR|SHC1|CSF2RB|PIK3R2|PIK3R1|FOXO3|CBL|MAPK8|MAPK1|SH2B2|MAPK3","34","0.4770408163265306","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR"
"GSEAresults","STAT1|STAT3|MAPK14|GRB2|MAP2K1|MAP2K2|PRKCA|RAF1|SHC1|MAPK8|MAPK1|MAPK3","12","0.41102756892230574","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) BIOCARTA_BIOPEPTIDES_PATHWAY%MSIGDB_C2%BIOCARTA_BIOPEPTIDES_PATHWAY","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) BIOCARTA_BIOPEPTIDES_PATHWAY%MSIGDB_C2%BIOCARTA_BIOPEPTIDES_PATHWAY"
"GSEAresults","MAP2K6|STAT5B|BAD|STAT1|STAT3|PTPN11|MAPK14|NFKBIA|RPS6KB1|GRB2|GSK3B|GSK3A|IKBKB|RPS6KA2|JAK3|JAK1|MAP2K3|MAP2K1|MAP2K2|CHUK|CREB1|RAF1|SHC1|PIK3R2|PIK3R1|MAPK8|MAPK1|MAPK3","28","0.3846153846153846","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) LEPTIN%NETPATH%LEPTIN","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) LEPTIN%NETPATH%LEPTIN"
"GSEAresults","LYN|STAT5B|STAT1|STAT3|PTPN11|RPS6KB1|GRB2|GSK3B|GSK3A|JAK1|MAP2K1|MAP2K2|SYK|RAF1|SHC1|CSF2RB|PIK3R2|PIK3R1|FOXO3|MAPK1|MAPK3","21","0.47259358288770054","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) IL-5 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP127%HOMO SAPIENS","false","Geneset_Overlap","GM-CSF%IOB%GM-CSF (Geneset_Overlap_GSEAresults) IL-5 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP127%HOMO SAPIENS"
